,type,reference,price,district,street,area,plant,lift,parking,description
10,Flat,/en/inmueble/100540050/,"1,285,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '285', '000€\n\n\n1', '385', '000 €\n\n7%\n\n\n\n4 bed.\n182 m²\n exterior with lift\n\n\nUpon entering this beautiful property of 184 m 2 and double orientation', ' we find two perfectly differentiated spaces and separated by a large entrance hall. On the one hand', ' we see a spacious dining room living room with access to a closed gallery typical of modernist building']",La Dreta de l'Eixample,182 m²,,,,"Upon entering this beautiful property of 184 m 2 and double orientation, we find two perfectly differentiated spaces and separated by a large entrance hall. On the one hand, we see a spacious dining room living room with access to a closed gallery typical of modernist building, ideal for use as an o"
11,Flat,/en/inmueble/100335946/,"460,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n460', '000€\n\n\n2 bed.\n78 m²\n4th floor exterior with lift\n\n\nClikalia presents this renovated 78m2 exterior property located on the 4th floor with elevator. Located in Balmes']",calle de Balmes,78 m²,4th,with lift,,"Clikalia presents this renovated 78m2 exterior property located on the 4th floor with elevator. Located in Balmes, in the L'Antiga Esquerra de l'Eixample neighborhood.
We are the owners of the house so WE DO NOT CHARGE COMMISSION!
The apartment consists of 2 bedrooms with fitted wardrobes and a st"
12,Flat,/en/inmueble/101100460/,"290,000€","['\n\n\n\n\n\n\nFlat in calle de Blesa', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n290', '000€\n\n\n2 bed.\n73 m²\n1st floor exterior with lift\n\n\nBrand new unique home very close to the beach!\nClikalia puts this 73 m2 exterior property for sale under renovation.It is located on the 1st floor with elevator', ' on Blesa street']",calle de Blesa,73 m²,1st,with lift,,"Brand new unique home very close to the beach!
Clikalia puts this 73 m2 exterior property for sale under renovation.It is located on the 1st floor with elevator, on Blesa street, in Poble Sec.
The house is being completely renovated and is represented by hyper-realistic images subject to possible"
13,Flat,/en/inmueble/98330594/,"185,000€","['\n\n\n\n\n\n\nFlat in calle de Margarit', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n185', '000€\n\n\n2 bed.\n50 m²\n interior without lift\n\n\nMezzanine floor apartment extending to approximately 42 sq. m. comprising a living room with a kitchen']",calle de Margarit,50 m²,,,,"Mezzanine floor apartment extending to approximately 42 sq. m. comprising a living room with a kitchen, two bedrooms and a toilet. Built in 1890.
The ceiling has exposed beams. Featuring wooden floors and cement tiles.
This property is for sale via online auction and has a minimum conditional price"
14,Flat,/en/inmueble/101610052/,"190,000€","['\n\n\n\n\n\n\nFlat in calle Nou de la Rambla', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n190', '000€\n\n\n2 bed.\n50 m²\n1st floor exterior without lift\n\n\nAKROPOLYS presents this IDEAL apartment for couples in one of the most BEAUTIFUL areas of Poble Sec in front of PARQUE DE LA PRIMAVERA.\nThe apartment is to be reformed', ' it is exterior to the street and has a French balcony.\nThe house distributed in a day area consisting of a living-dining room']",calle Nou de la Rambla,50 m²,1st,without lift,,"AKROPOLYS presents this IDEAL apartment for couples in one of the most BEAUTIFUL areas of Poble Sec in front of PARQUE DE LA PRIMAVERA.
The apartment is to be reformed, it is exterior to the street and has a French balcony.
The house distributed in a day area consisting of a living-dining room, an"
15,Flat,/en/inmueble/94162762/,"207,000€","['\n\n\n\n\n\n\nFlat in calle de Berenguer de Palou', ' La Sagrera', ' Barcelona\n\n\n207', '000€\n\n\n2 bed.\n79 m²\n2nd floor exterior with lift\n\n\nAPARTMENT OCCUPIED BY PERSON WITHOUT FAIR TITLE THIS PROPERTY DUE TO ITS OCCUPATIONAL STATE DOES NOT ALLOW VISITS IDEAL FOR INVESTORS Bright 79 m² apartment', ' according to Cadastre and including common elements. The house is distributed in a living-dining room', ' an American kitchen']",calle de Berenguer de Palou,79 m²,2nd,with lift,,"APARTMENT OCCUPIED BY PERSON WITHOUT FAIR TITLE THIS PROPERTY DUE TO ITS OCCUPATIONAL STATE DOES NOT ALLOW VISITS IDEAL FOR INVESTORS Bright 79 m² apartment, according to Cadastre and including common elements. The house is distributed in a living-dining room, an American kitchen, two bedrooms and a"
16,Flat,/en/inmueble/85493118/,"2,500,000€","['\n\n\n\n\n\n\nFlat in avenida de Pedralbes', ' Pedralbes', ' Barcelona\n\n\n2', '500']",avenida de Pedralbes,270 m²,6th,with lift,,"This exclusive property of 290m² built to be renovated is located in the most sought-after and quiet area of the city - Pedralbes.
It is distributed in two areas: day and night. Just entering the apartment there’s a large living room with access to the terrace with unobstructed views of the sea and"
17,Flat,/en/inmueble/85492287/,"2,300,000€","[""\n\n\n\n\n\n\nFlat in calle d'Ausiàs Marc"", "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '300', '000€\n\n\n6 bed.\n363 m²\n5th floor interior with lift\n\n\nThis floor', ' which is currently used as an office', ' is one of the pieces with the most potential in the Eixample Derecho. It is located in the Ronda de Sant Pere', ' 5 minutes from Plaza Urquinaona']",calle d'Ausiàs Marc,363 m²,5th,with lift,,"This floor, which is currently used as an office, is one of the pieces with the most potential in the Eixample Derecho. It is located in the Ronda de Sant Pere, 5 minutes from Plaza Urquinaona, Plaza Cataluña and Paseo de Gracia. From the location of the flat you can also quickly access the Barrio G"
18,Flat,/en/inmueble/101351270/,"360,000€","['\n\n\n\n\n\n\nFlat in Navas', ' Barcelona\n\n\n360', '000€\nGarage optional 19', '000 €\n\n\n4 bed.\n108 m²\n1st floor exterior with lift\n\n\nFantastic apartment near Clot\nFantastic apartment on Calle Clot on the corner of C/Mallorca', ' with unobstructed views and next to the park of the new Sagrera AVE station. It is a very well distributed house', ' with 4 bedrooms and two bathrooms', ' one of them en suite']",Navas,108 m²,1st,with lift,"Garage optional 19,000 €","Fantastic apartment near Clot
Fantastic apartment on Calle Clot on the corner of C/Mallorca, with unobstructed views and next to the park of the new Sagrera AVE station. It is a very well distributed house, with 4 bedrooms and two bathrooms, one of them en suite, with a large dining room that opens"
19,Flat,/en/inmueble/100336893/,"365,000€","['\n\n\n\n\n\n\nFlat in avenida del Paral·lel', ' Sant Antoni', ' Barcelona\n\n\n365', '000€\n\n\n3 bed.\n72 m²\n3rd floor exterior with lift\n\n\nBrand new unique home with terrace!\nClikalia offers this renovated 72 m2 exterior property for sale. It is located on the 3rd floor with a lift', ' on Avenida Paralel street']",avenida del Paral·lel,72 m²,3rd,with lift,,"Brand new unique home with terrace!
Clikalia offers this renovated 72 m2 exterior property for sale. It is located on the 3rd floor with a lift, on Avenida Paralel street, in Sant Antoni.
We are the owners of the house WE DO NOT CHARGE COMMISSION!
The property consists of 3 bedrooms with fitted w"
20,Flat,/en/inmueble/99077925/,"909,000€","['\n\n\n\n\n\n\nFlat in via Augusta', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n909', '000€\nParking included\n\n\n919', '000 €\n\n1%\n\n\n\n5 bed.\n236 m²\n1st floor exterior with lift\n\n\n""Exclusive sale with Housell', ' from individual to individual', ' without commission for the buyer""\nSpectacular 236 m² apartment in the best neighborhood of Barcelona. The house', ' by space and distribution']",via Augusta,236 m²,1st,with lift,Parking included,"""Exclusive sale with Housell, from individual to individual, without commission for the buyer""
Spectacular 236 m² apartment in the best neighborhood of Barcelona. The house, by space and distribution, is ideal for a family with children or investors.
It is located on the first floor with two eleva"
21,Flat,/en/inmueble/100625493/,"410,000€","['\n\n\n\n\n\n\nFlat in calle de la Providencia', ' Vila de Gràcia', ' Barcelona\n\n\n410', '000€\nParking included\n\n\n3 bed.\n76 m²\n4th floor exterior with lift\n\n\nBrand new unique home with garage!\nClikalia offers this renovated 76 m2 exterior property for sale. It is located on the 4th floor with elevator', ' in Providencia street', ' in Vila de Gracia.\nWe are the owners of the house WE DO NOT CHARGE COMMISSION!\nThe property consists of 3 bedrooms']",calle de la Providencia,76 m²,4th,with lift,Parking included,"Brand new unique home with garage!
Clikalia offers this renovated 76 m2 exterior property for sale. It is located on the 4th floor with elevator, in Providencia street, in Vila de Gracia.
We are the owners of the house WE DO NOT CHARGE COMMISSION!
The property consists of 3 bedrooms, living-dinin"
22,Penthouse,/en/inmueble/99550859/,"570,000€","['\n\n\n\n\n\n\nPenthouse in calle de la Independència', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n570', ""000€\n\n\n3 bed.\n104 m²\n4th floor exterior with lift\n\n\nNew building (work) for sale with Terrace in El Camp de l'Arpa (Barcelona)\nExcellent new-build development close to the Sagrada Familia"", ' the Clot neighbourhood and the magnificent ""Parc de les Glòries""', "" with very good connections to the city's main roads"", ' while offering a wide range of services']",calle de la Independència,104 m²,4th,with lift,,"New building (work) for sale with Terrace in El Camp de l'Arpa (Barcelona)
Excellent new-build development close to the Sagrada Familia, the Clot neighbourhood and the magnificent ""Parc de les Glòries"", with very good connections to the city's main roads, while offering a wide range of services, fac"
23,Flat,/en/inmueble/97158852/,"219,000€","['\n\n\n\n\n\n\nFlat in calle del Marquès de Barberà', ' El Raval', ' Barcelona\n\n\n219', '000€\n\n\n3 bed.\n93 m²\n exterior without lift\n\n\nSecond floor apartment facing the street located in a building built in 1910.\nIt has an approximate built area extending to 78 sq. m.\nComprising a hallway', ' three bedrooms', ' a bathroom', ' a toilet', ' a pantry room', ' a kitchen']",calle del Marquès de Barberà,93 m²,,,,"Second floor apartment facing the street located in a building built in 1910.
It has an approximate built area extending to 78 sq. m.
Comprising a hallway, three bedrooms, a bathroom, a toilet, a pantry room, a kitchen, a living room with access to the terrace and a private patio.
Additional informa"
24,Flat,/en/inmueble/101623889/,"599,000€","['\n\nFlat in El Gòtic', ' Barcelona\n\n\n599', '000€\n\n\n650', '000 €\n\n8%\n\n\n\n6 bed.\n184 m²\n1st floor exterior with lift\n\n\nImpressive apartment located in the emblematic Gothic quarter of Barcelona!\nUpon entering the property', ' you will be greeted by a spacious living room']",El Gòtic,184 m²,1st,with lift,,"Impressive apartment located in the emblematic Gothic quarter of Barcelona!
Upon entering the property, you will be greeted by a spacious living room, designed with a focus on lightness and comfort. Its high ceilings with modernist details and large windows allow natural light to flood the entire s"
25,Flat,/en/inmueble/96889711/,"1,325,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', ' 258', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '325', '000€\n\n\n2 bed.\n149 m²\n exterior without lift\n\n\nLOCATION\nLocated in the heart of the city', ' this neighborhood bounded by Avinguda Diagonal', ' Balmes street', "" Gran Via de les Corts Catalanes and Comte d'Urgell street is known for its important leisure and restaurant offer""]",calle de la Diputació,149 m²,,,,"LOCATION
Located in the heart of the city, this neighborhood bounded by Avinguda Diagonal, Balmes street, Gran Via de les Corts Catalanes and Comte d'Urgell street is known for its important leisure and restaurant offer, as well as for its shops and the history and reference of some of its most imp"
26,Flat,/en/inmueble/99462979/,"1,800,000€","['\n\n\n\n\n\n\nFlat in via Augusta', ' Les Tres Torres', ' Barcelona\n\n\n1', '800', '000€\nParking included\n\n\n4 bed.\n248 m²\n2nd floor exterior with lift\n\n\nRefurbished apartment with four bedrooms in Les Tres Torres\nRefurbished apartment with first quality materials', ' ready to move in.\nThe apartment consists of a large living room with access to the terrace. Separated by a sliding door', ' we find a spectacular kitchen', ' very spacious']",via Augusta,248 m²,2nd,with lift,Parking included,"Refurbished apartment with four bedrooms in Les Tres Torres
Refurbished apartment with first quality materials, ready to move in.
The apartment consists of a large living room with access to the terrace. Separated by a sliding door, we find a spectacular kitchen, very spacious, attached to a TV area"
27,Flat,/en/inmueble/100335615/,"340,000€","['\n\n\n\n\n\n\nFlat in calle de la Mare de Déu del Remei', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n340', '000€\n\n\n4 bed.\n115 m²\n1st floor exterior with lift\n\n\nBrand new renovated house with storage room!\nClikalia offers this 115 m2 exterior property for sale', ' ready to move into. It is located on a mezzanine floor with an elevator', ' on Mare de Deu del Remei street']",calle de la Mare de Déu del Remei,115 m²,1st,with lift,,"Brand new renovated house with storage room!
Clikalia offers this 115 m2 exterior property for sale, ready to move into. It is located on a mezzanine floor with an elevator, on Mare de Deu del Remei street, in Poble Sec.
We are the owners of the house so WE DO NOT CHARGE COMMISSION!
The apartment"
28,Flat,/en/inmueble/100931529/,"300,000€","['\n\n\n\n\n\n\nFlat in rambla del Raval', ' El Raval', ' Barcelona\n\n\n300']",rambla del Raval,62 m²,2nd,with lift,,"Nice and spacious duplex of 58 m2 recently renovated in the heart of Rambla de Barcelona ready to move in. Entering the property to the front there is a large bathroom with shower recently renovated.
Then you enter the nice living room with very high ceilings with fully equipped open kitchen and ba"
29,Flat,/en/inmueble/100335477/,"320,000€","['\n\n\n\n\n\n\nFlat in calle de Llobet i Vall-llosera', ' El Guinardó', ' Barcelona\n\n\n320', '000€\n\n\n4 bed.\n115 m²\n1st floor exterior with lift\n\n\nBrand new renovated home!\nClikalia offers this 115 m2 exterior property for sale', ' ready to move into. It is located on a mezzanine with an elevator', ' on Llobet i Vall-Llosera street', ' in Guinardó.\nThe property consists of 4 bedrooms with fitted wardrobes', ' a living-dining room']",calle de Llobet i Vall-llosera,115 m²,1st,with lift,,"Brand new renovated home!
Clikalia offers this 115 m2 exterior property for sale, ready to move into. It is located on a mezzanine with an elevator, on Llobet i Vall-Llosera street, in Guinardó.
The property consists of 4 bedrooms with fitted wardrobes, a living-dining room, an open-independent eq"
30,Flat,/en/inmueble/98491349/,"2,950,000€","['\n\n\n\n\n\n\nFlat in paseo de Sant Joan', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '950', '000€\n\n\n7 bed.\n275 m²\n1st floor exterior with lift\n\n\nStunning and beautiful modernist property with terrace in Paseo Sant Joan.\nThis outstanding property is located in one of the best modernist buildings in Barcelona']",paseo de Sant Joan,275 m²,1st,with lift,,"Stunning and beautiful modernist property with terrace in Paseo Sant Joan.
This outstanding property is located in one of the best modernist buildings in Barcelona, in Paseo Sant Joan and at the foot of the Arc de Triomf. It occupies the entire ""Princpal"" floor (1st) of the building and is made up"
31,Flat,/en/inmueble/99172111/,"863,000€","['\n\n\n\n\n\n\nFlat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n863', '000€\n\n\n895', '000 €\n\n4%\n\n\n\n3 bed.\n146 m²\n1st floor exterior with lift\n\n\nSuperb refurbished apartment with original features in the best area of Eixample.\nThis recently refurbished property is in a perfect state of conservation', ' so it\'s practically brand new. It\'s located in ""Quadrat d\'Or"" (""Golden Square"")', ' in the lower part of the right side of the Eixample']",calle de Bailèn,146 m²,1st,with lift,,"Superb refurbished apartment with original features in the best area of Eixample.
This recently refurbished property is in a perfect state of conservation, so it's practically brand new. It's located in ""Quadrat d'Or"" (""Golden Square""), in the lower part of the right side of the Eixample, the most"
32,Penthouse,/en/inmueble/101380211/,"990,000€","['\n\n\n\n\n\n\nPenthouse in calle del Consell de Cent', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n990', '000€\n\n\n2 bed.\n108 m²\n7th floor exterior with lift\n\n\nPenthouse with terrace for sale in Eixample Dreta', ' Barcelona\nMagnificent penthouse with beautiful views of the entire city', ' ideally located in one of the most sought-after neighborhoods in the city of Barcelona', ' in the magnificent Eixample Dreta neighborhood']",calle del Consell de Cent,108 m²,7th,with lift,,"Penthouse with terrace for sale in Eixample Dreta, Barcelona
Magnificent penthouse with beautiful views of the entire city, ideally located in one of the most sought-after neighborhoods in the city of Barcelona, in the magnificent Eixample Dreta neighborhood, a few steps from the Girona L4 metro st"
33,Flat,/en/inmueble/98261311/,"1,925,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '925', '000€\n\n\n2 bed.\n168 m²\n1st floor exterior with lift\n\n\nExclusive house of 143sqm built and 23sqm of terrace', ' distributed in a bright living room with access to two pleasant balconies. The kitchen is open plan and comes fully equipped with high-end appliances (including a Liebherr wine fridge). Through the distributor we access the night area']",paseo de Gràcia,168 m²,1st,with lift,,"Exclusive house of 143sqm built and 23sqm of terrace, distributed in a bright living room with access to two pleasant balconies. The kitchen is open plan and comes fully equipped with high-end appliances (including a Liebherr wine fridge). Through the distributor we access the night area, where we w"
34,Flat,/en/inmueble/100517004/,"1,295,000€","['\n\n\n\n\n\n\nFlat in ronda Sant Pere', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '295', '000€\n\n\n3 bed.\n190 m²\n1st floor exterior with lift\n\n\nExcellent refurbished upscale apartment in a regal estate building in Eixample.\nThis pristine property is located between Paseo de Gracia and Paseo Sant Joan', "" one of the best areas of Eixample's right side""]",ronda Sant Pere,190 m²,1st,with lift,,"Excellent refurbished upscale apartment in a regal estate building in Eixample.
This pristine property is located between Paseo de Gracia and Paseo Sant Joan, one of the best areas of Eixample's right side, just a few steps away from the city centre. It's located on the first floor of a regal estat"
35,Flat,/en/inmueble/99079061/,"1,800,000€","['\n\n\n\n\n\n\nFlat in calle de Ausias March', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '800', '000€\n\n\n4 bed.\n216 m²\n3rd floor exterior with lift\n\n\nExcellent and refurbished luxury apartment with original features in Eixample.\nThis recently refurbished apartment is located very close to Paseo Sant Joan']",calle de Ausias March,216 m²,3rd,with lift,,"Excellent and refurbished luxury apartment with original features in Eixample.
This recently refurbished apartment is located very close to Paseo Sant Joan, one of the most sought-after areas of Barcelona's Eixample and just a few metres from the Arc de Triomf and the Parc de la Ciutadella.
The fl"
36,Flat,/en/inmueble/98255536/,"2,800,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '800', '000€\n\n\n4 bed.\n248 m²\n1st floor exterior with lift\n\n\nBrand new apartment with terrace and pool in Paseo de Gracia', ' Barcelona\nExclusive property of 218sqm built and 28sqm of terrace distributed in a spacious and bright living room with access to 2 balconies', ' a pleasant and sunny dining room']",paseo de Gràcia,248 m²,1st,with lift,,"Brand new apartment with terrace and pool in Paseo de Gracia, Barcelona
Exclusive property of 218sqm built and 28sqm of terrace distributed in a spacious and bright living room with access to 2 balconies, a pleasant and sunny dining room, independent kitchen with double access and breakfast bar. It"
37,Flat,/en/inmueble/100287105/,"1,595,000€","['\n\n\n\n\n\n\nFlat in calle de Girona', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '595', '000€\n\n\n1', '695']",calle de Girona,185 m²,3rd,with lift,,This newly renovated and high-quality exclusive apartment is located on the main floor in the heart of the city in a classical and perfectly maintained Eixample building with a historic elevator and community roof terrace. This splendid property has been completely renovated with the highest quality
38,Flat,/en/inmueble/101368744/,"795,000€","['\n\n\n\n\n\n\nFlat in La Vila Olímpica del Poblenou', ' Barcelona\n\n\n795', '000€\nParking included\n\n\n850', '000 €\n\n6%\n\n\n\n4 bed.\n126 m²\n7th floor exterior with lift\n\n\nApartment for sale with excellent sea views in Villa Olímpica', ' Barcelona\nApartment for sale with excellent sea views in Villa Olímpica on the seafront. From here we can contemplate the vast sky and area of parks and gardens. Located in front of the sea and a few steps from Platja de la Nova Icaria']",La Vila Olímpica del Poblenou,126 m²,7th,with lift,Parking included,"Apartment for sale with excellent sea views in Villa Olímpica, Barcelona
Apartment for sale with excellent sea views in Villa Olímpica on the seafront. From here we can contemplate the vast sky and area of parks and gardens. Located in front of the sea and a few steps from Platja de la Nova Icaria,"
39,Flat,/en/inmueble/101043384/,"1,295,000€","['\n\n\n\n\n\n\nFlat in rambla de Catalunya', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '295', '000€\n\n\n3 bed.\n145 m²\n2nd floor exterior with lift\n\n\nStunning refurbished luxury apartment in a 1910 building in Rambla Catalunya.\nThis spectacular brand new refurbished property with high quality finishings is located on Rambla Catalunya near Consell de Cent', "" both semi-pedestrian streets. It's in an enviable location in the city""]",rambla de Catalunya,145 m²,2nd,with lift,,"Stunning refurbished luxury apartment in a 1910 building in Rambla Catalunya.
This spectacular brand new refurbished property with high quality finishings is located on Rambla Catalunya near Consell de Cent, both semi-pedestrian streets. It's in an enviable location in the city, in the heart of the"
