,type,reference,price,district,street,area,plant,lift,parking,description
12,Flat,/en/inmueble/100973274/,"1,550,000€","['\n\n\n\n\n\n\nFlat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '550', '000€\n\n\n3 bed.\n198 m²\n1st floor exterior with lift\n\n\nThis charming apartment of almost 200m2 has been completely renovated inspired by the majestic Parisian flats', ' taking advantage of the generous height of 3.70m of its ceilings', ' its large windows']",calle de Bailèn,198 m²,1st,with lift,,"This charming apartment of almost 200m2 has been completely renovated inspired by the majestic Parisian flats, taking advantage of the generous height of 3.70m of its ceilings, its large windows, and the open view of the corner flats of Eixample.
One of its strong points is its optimal and fluid di"
13,Flat,/en/inmueble/101166351/,"360,000€","['\n\n\n\n\n\n\nFlat in calle de Blasco de Garay', ' El Poble Sec - Parc de Montjuïc', ' Barcelona\n\n\n360', '000€\n\n\n2 bed.\n55 m²\n1st floor exterior without lift\n\n\nFantastic apartment recently renovated with high quality materials located in a privileged area of the Poble Sec neighborhood', ' the most dynamic and fashionable of the city. One street away from Blai street and two streets away from Avenida Paral. lel']",calle de Blasco de Garay,55 m²,1st,without lift,,"Fantastic apartment recently renovated with high quality materials located in a privileged area of the Poble Sec neighborhood, the most dynamic and fashionable of the city. One street away from Blai street and two streets away from Avenida Paral. lel, it has all the services and best leisure areas j"
14,Penthouse,/en/inmueble/100973290/,"2,500,000€","['\n\n\n\n\n\n\nPenthouse in paseo del Taulat', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n2', '500', '000€\nParking included\n\n\n2 bed.\n145 m²\n21st floor exterior with lift\n\n\nThis is a duplex penthouse in the exclusive urbanization of Illa de Mar in the neighborhood of Diagonal Mar in Barcelona.\nThe penthouse has a built area of 130m2']",paseo del Taulat,145 m²,21st,with lift,Parking included,"This is a duplex penthouse in the exclusive urbanization of Illa de Mar in the neighborhood of Diagonal Mar in Barcelona.
The penthouse has a built area of 130m2, plus a terrace of 82m2 completely open to the Mediterranean Sea and with a fantastic jacuzzi.
Adjacent to the entrance hall there is a"
15,Penthouse,/en/inmueble/90331765/,"770,000€","['\n\n\n\n\n\n\nPenthouse in calle del Correu Vell', ' El Gòtic', ' Barcelona\n\n\n770', '000€\n\n\n2 bed.\n101 m²\n4th floor exterior with lift\n\n\nCompletely refurbished penthouse with two bedrooms', ' one in suite style', ' in the historic heart of Barcelona. The property', ' which has a private roof terrace of 46 m2', ' is located in El Gótico']",calle del Correu Vell,101 m²,4th,with lift,,"Completely refurbished penthouse with two bedrooms, one in suite style, in the historic heart of Barcelona. The property, which has a private roof terrace of 46 m2, is located in El Gótico, the heart of the historical soul of Barcelona. A short walk from the beach and Port Vell is an area full of ch"
16,Flat,/en/inmueble/100869262/,"935,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n935', '000€\n\n\n975', '000 €\n\n4%\n\n\n\n2 bed.\n264 m²\n1st floor exterior without lift\n\n\nGreat property in XIV century building in Gòtic\nBeautiful property located within a magnificent XIV century building located in the heart of the Jewish quarter of Barcelona. It is the oldest inhabited house in Barcelona']",El Gòtic,264 m²,1st,without lift,,"Great property in XIV century building in Gòtic
Beautiful property located within a magnificent XIV century building located in the heart of the Jewish quarter of Barcelona. It is the oldest inhabited house in Barcelona, which is accessed by a picturesque medieval cobblestone street.
The property w"
17,Flat,/en/inmueble/98262669/,"1,105,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '105', '000€\n\n\n1 bed.\n71 m²\n3rd floor exterior with lift\n\n\nBrand new apartment in Paseo de Gracia', ' Barcelona\nExclusive flat of 68sqm distributed in a spacious and bright living-dining room with access to the balcony']",paseo de Gràcia,71 m²,3rd,with lift,,"Brand new apartment in Paseo de Gracia, Barcelona
Exclusive flat of 68sqm distributed in a spacious and bright living-dining room with access to the balcony, open plan kitchen fully equipped with high end appliances (including a Liebherr wine fridge). There is a double bedroom with fitted wardrobes"
18,Flat,/en/inmueble/100243229/,"1,065,000€","['\n\n\n\n\n\n\nFlat in via Laietana', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '065', '000€\n\n\n3 bed.\n131 m²\n2nd floor exterior with lift\n\n\nAmazing brand new refurbished property with high quality details in El Born.\nThis property is located in one of the main streets of El Born in Barcelona', "" in a historical and cultural environment with all the necessary shops and services. It's also very close to the metro"", ' the ""Port Vell"" marina']",via Laietana,131 m²,2nd,with lift,,"Amazing brand new refurbished property with high quality details in El Born.
This property is located in one of the main streets of El Born in Barcelona, in a historical and cultural environment with all the necessary shops and services. It's also very close to the metro, the ""Port Vell"" marina, th"
19,Flat,/en/inmueble/97362092/,"1,730,000€","['\n\n\n\n\n\n\nFlat in paseo de Garcia Fària', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '730', '000€\nParking included\n\n\n4 bed.\n169 m²\n5th floor exterior with lift\n\n\nExcellent apartment for sale in Diagonal Mar', ' Barcelona\nRenovated four-bedroom apartment', ' with a constructed area of 169m2', ' of which 132 belong to housing', ' according to the cadastre', ' in Illa del Mar.\nThe house has a spacious and bright living-dining room with access to the 48.63m2 terrace']",paseo de Garcia Fària,169 m²,5th,with lift,Parking included,"Excellent apartment for sale in Diagonal Mar, Barcelona
Renovated four-bedroom apartment, with a constructed area of 169m2, of which 132 belong to housing, according to the cadastre, in Illa del Mar.
The house has a spacious and bright living-dining room with access to the 48.63m2 terrace, which is"
20,Flat,/en/inmueble/100229641/,"840,000€","['\n\n\n\n\n\n\nFlat in calle de Josep Anselm Clavé', ' El Gòtic', ' Barcelona\n\n\n840', ""000€\n\n\n4 bed.\n176 m²\n4th floor exterior with lift\n\n\nSplendid and bright apartment with precious original elements in old town.\nThis spacious apartment near Port Vell is a jewel with many original features that are representative of Barcelona's architecture in perfect condition. It's located in the Gothic Quarter"", ' a few steps from La Rambla']",calle de Josep Anselm Clavé,176 m²,4th,with lift,,"Splendid and bright apartment with precious original elements in old town.
This spacious apartment near Port Vell is a jewel with many original features that are representative of Barcelona's architecture in perfect condition. It's located in the Gothic Quarter, a few steps from La Rambla, Duc de M"
21,Flat,/en/inmueble/98888290/,"816,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n816', '000€\n\n\n2 bed.\n149 m²\n3rd floor exterior with lift\n\n\nSpectacular refurbished apartment in a modernist building with lift and communal terrace', ' located next to the historic Universitat de Barcelona', ' in the heart of the city centre', ' with the best services and communications']",calle de la Diputació,149 m²,3rd,with lift,,"Spectacular refurbished apartment in a modernist building with lift and communal terrace, located next to the historic Universitat de Barcelona, in the heart of the city centre, with the best services and communications, just 3 streets away from Plaza Catalunya and Paseo de Gracia.
The flat has 130"
22,Flat,/en/inmueble/98256266/,"2,680,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '680', '000€\n\n\n2 bed.\n157 m²\n5th floor exterior with lift\n\n\nBrand new apartment with pool in Paseo de Gracia', ' Barcelona\nExclusive house of 157m2 built', ' distributed in a spacious living room', ' an open kitchen with island']",paseo de Gràcia,157 m²,5th,with lift,,"Brand new apartment with pool in Paseo de Gracia, Barcelona
Exclusive house of 157m2 built, distributed in a spacious living room, an open kitchen with island, breakfast bar and comes fully equipped with high-end appliances (including a Liebherr wine fridge). The night area has 2 rooms; one double a"
23,Flat,/en/inmueble/98264311/,"2,750,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '750', '000€\n\n\n4 bed.\n219 m²\n2nd floor exterior with lift\n\n\nBrand new apartment with terrace and pool in Paseo de Gracia', ' Barcelona\nExclusive house of 218sqm built', ' distributed in a spacious and bright living room with access to 2 balconies', ' a pleasant and sunny dining room']",paseo de Gràcia,219 m²,2nd,with lift,,"Brand new apartment with terrace and pool in Paseo de Gracia, Barcelona
Exclusive house of 218sqm built, distributed in a spacious and bright living room with access to 2 balconies, a pleasant and sunny dining room, an independent kitchen with double access and a breakfast bar. It has the possibili"
24,Penthouse,/en/inmueble/99427743/,"890,000€","[""\n\n\n\n\n\n\nPenthouse in La Dreta de l'Eixample"", ' Barcelona\n\n\n890', ""000€\n\n\n2 bed.\n90 m²\n7th floor exterior with lift\n\n\nGorgeous refurbished penthouse with terrace in Eixample's prime location.\nThis magnificient brand new renovated penthouse is placed in one of the best locations in the Eixample""]",La Dreta de l'Eixample,90 m²,7th,with lift,,"Gorgeous refurbished penthouse with terrace in Eixample's prime location.
This magnificient brand new renovated penthouse is placed in one of the best locations in the Eixample, between Paseo de Gracia and Rambla Catalunya. It has 80 built interior sqm and a wonderful 20 sqm terrace in front of the"
25,Flat,/en/inmueble/97593553/,"1,200,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n4 bed.\n178 m²\n4th floor exterior with lift\n\n\nWonderful 174 sqm apartment with a 5 sqm terrace', ' totally refurbished', ' very close to Rambla Catalunya', "" Paseo de Gracia and Enrique Granados street. It's located in a gorgeous modernist building from the beginning of the 20th century with lift and concierge. The area is one of the best in Barcelona""]",L'Antiga Esquerra de l'Eixample,178 m²,4th,with lift,,"Wonderful 174 sqm apartment with a 5 sqm terrace, totally refurbished, very close to Rambla Catalunya, Paseo de Gracia and Enrique Granados street. It's located in a gorgeous modernist building from the beginning of the 20th century with lift and concierge. The area is one of the best in Barcelona,"
26,Flat,/en/inmueble/101224185/,"1,175,000€","[""\n\n\n\n\n\n\nFlat in calle d'Enric Granados"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '175', '000€\n\n\n3 bed.\n100 m²\n4th floor exterior with lift\n\n\nStunning 3 bedroom', ' 2 bathroom home with the perfect combination of classic charm and modern design.\nThe apartment has original features']",calle d'Enric Granados,100 m²,4th,with lift,,"Stunning 3 bedroom, 2 bathroom home with the perfect combination of classic charm and modern design.
The apartment has original features, including wood beamed ceilings. The brick walls along with the thoughtful interior design and delicate carpentry work are the three pillars of style in the livin"
27,Flat,/en/inmueble/99837951/,"1,450,000€","[""\n\n\n\n\n\n\nFlat in calle d'Avinyó"", ' El Gòtic', ' Barcelona\n\n\n1', '450', '000€\n\n\n5 bed.\n228 m²\n1st floor exterior with lift\n\n\nThis splendid apartment is located in the heart of the old town', ' in the Gothic quarter', "" a stone's throw from La Rambla.\nLocated on the actual second floor of a spectacular historic building built in 1876 and equipped with an elevator""]",calle d'Av,228 m²,1st,with lift,,"This splendid apartment is located in the heart of the old town, in the Gothic quarter, a stone's throw from La Rambla.
Located on the actual second floor of a spectacular historic building built in 1876 and equipped with an elevator, there are many well-preserved period features and soaring ceilin"
28,Flat,/en/inmueble/100621063/,"1,990,000€","['\n\n\n\n\n\n\nFlat in paseo de Garcia Fària', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '990', ""000€\n\n\n3 bed.\n180 m²\n18th floor exterior with lift\n\n\nThis exquisite designer apartment on the seafront in Barcelona's Diagonal Mar leaves no detail of the good life behind.\nComplete with a large terrace"", ' breathtaking views', ' private jacuzzi', ' 24-hour security and its prime location']",paseo de Garcia Fària,180 m²,18th,with lift,,"This exquisite designer apartment on the seafront in Barcelona's Diagonal Mar leaves no detail of the good life behind.
Complete with a large terrace, breathtaking views, private jacuzzi, 24-hour security and its prime location, this gem of a property is sure to impress the most discerning buyers."
29,Flat,/en/inmueble/98574445/,"1,100,000€","['\n\n\n\n\n\n\nFlat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '100', '000€\nParking included\n\n\n3 bed.\n146 m²\n4th floor exterior with lift\n\n\nOne of a kind 146m2 brand new high floor apartment with 3 bedrooms and 2 bathrooms is located in Eixample in a perfectly maintained building with concierge service', ' an elevator']",calle de Bailèn,146 m²,4th,with lift,Parking included,"One of a kind 146m2 brand new high floor apartment with 3 bedrooms and 2 bathrooms is located in Eixample in a perfectly maintained building with concierge service, an elevator, and underground parking with a storage room.
The splendid property has been completely renovated recently with the highes"
30,Flat,/en/inmueble/98491349/,"2,950,000€","['\n\n\n\n\n\n\nFlat in paseo de Sant Joan', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '950', '000€\n\n\n7 bed.\n275 m²\n1st floor exterior with lift\n\n\nStunning and beautiful modernist property with terrace in Paseo Sant Joan.\nThis outstanding property is located in one of the best modernist buildings in Barcelona']",paseo de Sant Joan,275 m²,1st,with lift,,"Stunning and beautiful modernist property with terrace in Paseo Sant Joan.
This outstanding property is located in one of the best modernist buildings in Barcelona, in Paseo Sant Joan and at the foot of the Arc de Triomf. It occupies the entire ""Princpal"" floor (1st) of the building and is made up"
31,Flat,/en/inmueble/99172111/,"863,000€","['\n\n\n\n\n\n\nFlat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n863', '000€\n\n\n895', '000 €\n\n4%\n\n\n\n3 bed.\n146 m²\n1st floor exterior with lift\n\n\nSuperb refurbished apartment with original features in the best area of Eixample.\nThis recently refurbished property is in a perfect state of conservation', ' so it\'s practically brand new. It\'s located in ""Quadrat d\'Or"" (""Golden Square"")', ' in the lower part of the right side of the Eixample']",calle de Bailèn,146 m²,1st,with lift,,"Superb refurbished apartment with original features in the best area of Eixample.
This recently refurbished property is in a perfect state of conservation, so it's practically brand new. It's located in ""Quadrat d'Or"" (""Golden Square""), in the lower part of the right side of the Eixample, the most"
32,Penthouse,/en/inmueble/101380211/,"990,000€","['\n\n\n\n\n\n\nPenthouse in calle del Consell de Cent', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n990', '000€\n\n\n2 bed.\n108 m²\n7th floor exterior with lift\n\n\nPenthouse with terrace for sale in Eixample Dreta', ' Barcelona\nMagnificent penthouse with beautiful views of the entire city', ' ideally located in one of the most sought-after neighborhoods in the city of Barcelona', ' in the magnificent Eixample Dreta neighborhood']",calle del Consell de Cent,108 m²,7th,with lift,,"Penthouse with terrace for sale in Eixample Dreta, Barcelona
Magnificent penthouse with beautiful views of the entire city, ideally located in one of the most sought-after neighborhoods in the city of Barcelona, in the magnificent Eixample Dreta neighborhood, a few steps from the Girona L4 metro st"
33,Flat,/en/inmueble/98255536/,"2,800,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '800', '000€\n\n\n4 bed.\n248 m²\n1st floor exterior with lift\n\n\nBrand new apartment with terrace and pool in Paseo de Gracia', ' Barcelona\nExclusive property of 218sqm built and 28sqm of terrace distributed in a spacious and bright living room with access to 2 balconies', ' a pleasant and sunny dining room']",paseo de Gràcia,248 m²,1st,with lift,,"Brand new apartment with terrace and pool in Paseo de Gracia, Barcelona
Exclusive property of 218sqm built and 28sqm of terrace distributed in a spacious and bright living room with access to 2 balconies, a pleasant and sunny dining room, independent kitchen with double access and breakfast bar. It"
34,Flat,/en/inmueble/99079061/,"1,800,000€","['\n\n\n\n\n\n\nFlat in calle de Ausias March', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '800', '000€\n\n\n4 bed.\n216 m²\n3rd floor exterior with lift\n\n\nExcellent and refurbished luxury apartment with original features in Eixample.\nThis recently refurbished apartment is located very close to Paseo Sant Joan']",calle de Ausias March,216 m²,3rd,with lift,,"Excellent and refurbished luxury apartment with original features in Eixample.
This recently refurbished apartment is located very close to Paseo Sant Joan, one of the most sought-after areas of Barcelona's Eixample and just a few metres from the Arc de Triomf and the Parc de la Ciutadella.
The fl"
35,Flat,/en/inmueble/98261311/,"1,925,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '925', '000€\n\n\n2 bed.\n168 m²\n1st floor exterior with lift\n\n\nExclusive house of 143sqm built and 23sqm of terrace', ' distributed in a bright living room with access to two pleasant balconies. The kitchen is open plan and comes fully equipped with high-end appliances (including a Liebherr wine fridge). Through the distributor we access the night area']",paseo de Gràcia,168 m²,1st,with lift,,"Exclusive house of 143sqm built and 23sqm of terrace, distributed in a bright living room with access to two pleasant balconies. The kitchen is open plan and comes fully equipped with high-end appliances (including a Liebherr wine fridge). Through the distributor we access the night area, where we w"
36,Flat,/en/inmueble/100517004/,"1,295,000€","['\n\n\n\n\n\n\nFlat in ronda Sant Pere', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '295', '000€\n\n\n3 bed.\n190 m²\n1st floor exterior with lift\n\n\nExcellent refurbished upscale apartment in a regal estate building in Eixample.\nThis pristine property is located between Paseo de Gracia and Paseo Sant Joan', "" one of the best areas of Eixample's right side""]",ronda Sant Pere,190 m²,1st,with lift,,"Excellent refurbished upscale apartment in a regal estate building in Eixample.
This pristine property is located between Paseo de Gracia and Paseo Sant Joan, one of the best areas of Eixample's right side, just a few steps away from the city centre. It's located on the first floor of a regal estat"
37,Flat,/en/inmueble/100287105/,"1,595,000€","['\n\n\n\n\n\n\nFlat in calle de Girona', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '595', '000€\n\n\n1', '695']",calle de Girona,185 m²,3rd,with lift,,This newly renovated and high-quality exclusive apartment is located on the main floor in the heart of the city in a classical and perfectly maintained Eixample building with a historic elevator and community roof terrace. This splendid property has been completely renovated with the highest quality
38,Flat,/en/inmueble/101368744/,"795,000€","['\n\n\n\n\n\n\nFlat in La Vila Olímpica del Poblenou', ' Barcelona\n\n\n795', '000€\nParking included\n\n\n850', '000 €\n\n6%\n\n\n\n4 bed.\n126 m²\n7th floor exterior with lift\n\n\nApartment for sale with excellent sea views in Villa Olímpica', ' Barcelona\nApartment for sale with excellent sea views in Villa Olímpica on the seafront. From here we can contemplate the vast sky and area of parks and gardens. Located in front of the sea and a few steps from Platja de la Nova Icaria']",La Vila Olímpica del Poblenou,126 m²,7th,with lift,Parking included,"Apartment for sale with excellent sea views in Villa Olímpica, Barcelona
Apartment for sale with excellent sea views in Villa Olímpica on the seafront. From here we can contemplate the vast sky and area of parks and gardens. Located in front of the sea and a few steps from Platja de la Nova Icaria,"
39,Flat,/en/inmueble/101043384/,"1,295,000€","['\n\n\n\n\n\n\nFlat in rambla de Catalunya', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '295', '000€\n\n\n3 bed.\n145 m²\n2nd floor exterior with lift\n\n\nStunning refurbished luxury apartment in a 1910 building in Rambla Catalunya.\nThis spectacular brand new refurbished property with high quality finishings is located on Rambla Catalunya near Consell de Cent', "" both semi-pedestrian streets. It's in an enviable location in the city""]",rambla de Catalunya,145 m²,2nd,with lift,,"Stunning refurbished luxury apartment in a 1910 building in Rambla Catalunya.
This spectacular brand new refurbished property with high quality finishings is located on Rambla Catalunya near Consell de Cent, both semi-pedestrian streets. It's in an enviable location in the city, in the heart of the"
