,type,reference,price,district,street,area,rooms,plant,lift,parking,description
10,Flat,/en/inmueble/101617771/,"605,000€","['\n\nFlat in calle Font den Fargas', ' 64', "" La Font d'En Fargues"", ' Barcelona\n\n\n605', '000€\n\n\n3 bed.\n79 m²\nGround floor exterior with lift\n\n\nThis completed New Construction is located in the Horta Guinardo District', ' a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station', ' blue line L5. Close to it we find neighborhood market areas', ' supermarkets', ' leisure area', ' schools']",calle Font den Fargas,79 m²,3 bed.,Ground,with lift,,"This completed New Construction is located in the Horta Guinardo District, a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station, blue line L5. Close to it we find neighborhood market areas, supermarkets, leisure area, schools, transport and a multitude of ser"
11,Flat,/en/inmueble/96428372/,"880,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n880', '000€\n\n\n2 bed.\n114 m²\n exterior with lift\n\n\nWonderful 110 m² apartment with 2 bedrooms and 2 bathrooms on the top floor of a stately building with concierge service on Rambla de Catalunya', ' in the heart of the city.\nUpon entering the apartment']",La Dreta de l'Eixample,114 m²,2 bed.,,,,"Wonderful 110 m² apartment with 2 bedrooms and 2 bathrooms on the top floor of a stately building with concierge service on Rambla de Catalunya, in the heart of the city.
Upon entering the apartment, an exposed brick hall leads to a bright bedroom with a built-in wardrobe to the left and access to"
12,Flat,/en/inmueble/101617793/,"630,000€","['\n\nFlat in calle Font den Fargas', ' 64', "" La Font d'En Fargues"", ' Barcelona\n\n\n630', '000€\n\n\n3 bed.\n95 m²\n1st floor exterior with lift\n\n\nThis completed New Construction is located in the Horta Guinardo District', ' a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station', ' blue line L5. Close to it we find neighborhood market areas', ' supermarkets', ' leisure area', ' schools']",calle Font den Fargas,95 m²,3 bed.,1st,with lift,,"This completed New Construction is located in the Horta Guinardo District, a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station, blue line L5. Close to it we find neighborhood market areas, supermarkets, leisure area, schools, transport and a multitude of ser"
13,Flat,/en/inmueble/101617745/,"435,000€","['\n\nFlat in calle Font den Fargas', ' 64', "" La Font d'En Fargues"", ' Barcelona\n\n\n435', '000€\n\n\n3 bed.\n72 m²\n2nd floor exterior with lift\n\n\nThis completed New Construction is located in the Horta Guinardo District', ' a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station', ' blue line L5. Close to it we find neighborhood market areas', ' supermarkets', ' leisure area', ' schools']",calle Font den Fargas,72 m²,3 bed.,2nd,with lift,,"This completed New Construction is located in the Horta Guinardo District, a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station, blue line L5. Close to it we find neighborhood market areas, supermarkets, leisure area, schools, transport and a multitude of ser"
14,Flat,/en/inmueble/100957510/,"890,000€","[""\n\n\n\n\n\n\nFlat in El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n890', '000€\n\n\n4 bed.\n184 m²\n with lift\n\n\nMagnificent apartment in the Gràcia Nova neighbourhood (Barcelona)', ' with 184 m² (according to the plan)']",El Camp d'En Grassot i Gràcia Nova,184 m²,4 bed.,,,,"Magnificent apartment in the Gràcia Nova neighbourhood (Barcelona), with 184 m² (according to the plan), four luxurious bedrooms and three bathrooms.
It is located on the tenth floor of a beautiful building from the 70s with a concierge service and a private area for the exclusive use of residents"
15,Detached,/en/inmueble/99099866/,"1,490,000€","['\n\n\n\n\n\n\nDetached house in La Salut', ' Barcelona\n\n\n1', '490', '000€\nParking included\n\n\n5 bed.\n334 m²\n\n\nLucas Fox presents this magnificent property in Gracia', ' with 334 m2 of living space and a 213 m2 garden.\nThe house is divided into three floors', ' plus a cozy loft.\nA spectacular 213 m2 garden welcomes us', ' with natural light and different areas: chill out area']",La Salut,334 m²,5 bed.,,,Parking included,"Lucas Fox presents this magnificent property in Gracia, with 334 m2 of living space and a 213 m2 garden.
The house is divided into three floors, plus a cozy loft.
A spectacular 213 m2 garden welcomes us, with natural light and different areas: chill out area, dining/barbecue area and a small rea"
16,Terraced,/en/inmueble/98498530/,"930,000€","['\n\n\n\n\n\n\nTerraced house in El Putxet i el Farró', ' Barcelona\n\n\n930', '000€\nParking included\n\n\n5 bed.\n263 m²\n\n\nBeautiful semi- semi-detached house located in the beautiful and cozy neighbourhood of Putxet el Farró.\nThis wonderful five-story house with a private lift is located in a very quiet street next to the Putxet railway station.\nOn the street level we find a welcome hall']",El Putxet i el Farró,263 m²,5 bed.,,,Parking included,"Beautiful semi- semi-detached house located in the beautiful and cozy neighbourhood of Putxet el Farró.
This wonderful five-story house with a private lift is located in a very quiet street next to the Putxet railway station.
On the street level we find a welcome hall, the connection to the priv"
17,Penthouse,/en/inmueble/100910324/,"1,100,000€","[""\n\n\n\n\n\n\nPenthouse in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '100', '000€\n\n\n2 bed.\n102 m²\n exterior with lift\n\n\nThis magnificent penthouse is located on the eighth floor of a building in perfect condition', ' with an elevator and with the ITE in force. The property is completely renovated and has a large garden terrace', ' furnished']",L'Antiga Esquerra de l'Eixample,102 m²,2 bed.,,,,"This magnificent penthouse is located on the eighth floor of a building in perfect condition, with an elevator and with the ITE in force. The property is completely renovated and has a large garden terrace, furnished, with a wooden deck and unobstructed views of much of the city.
The penthouse"
18,Flat,/en/inmueble/97332453/,"585,000€","['\n\n\n\n\n\n\nFlat in Sant Antoni', ' Barcelona\n\n\n585', '000€\n\n\n3 bed.\n126 m²\n1st floor exterior with lift\n\n\nThis recently renovated 116 m² apartment is located on the main floor of a well-preserved building on Carrer Sepúlveda', ' in the Barcelona neighbourhood of Sant Antoni.\nThe apartment enjoys high ceilings of more than 3 metres and has been renovated in a beautiful style', ' with wooden floors']",Sant Antoni,126 m²,3 bed.,1st,with lift,,"This recently renovated 116 m² apartment is located on the main floor of a well-preserved building on Carrer Sepúlveda, in the Barcelona neighbourhood of Sant Antoni.
The apartment enjoys high ceilings of more than 3 metres and has been renovated in a beautiful style, with wooden floors, porcelain"
19,Flat,/en/inmueble/100678806/,"1,395,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n1', '395']",El Gòtic,336 m²,5 bed.,,,,"This impressive 309 m² house is located on the main floor of a fine listed property with a lift in the heart of Barcelona's Gothic Quarter. It is an old palace that preserves the original architectural elements in perfect condition.
The main floor flat has a separate entrance. It is distributed as"
20,Flat,/en/inmueble/101468258/,"1,195,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '195', '000€\n\n\n3 bed.\n195 m²\n with lift\n\n\nSituated on the tenth floor of the first skyscraper built in Barcelona', ' this spacious property spans approximately 200sqm. As you enter', ' you are welcomed by a living-dining room measuring almost 100sqm']",La Dreta de l'Eixample,195 m²,3 bed.,,,,"Situated on the tenth floor of the first skyscraper built in Barcelona, this spacious property spans approximately 200sqm. As you enter, you are welcomed by a living-dining room measuring almost 100sqm, with access to a small covered balcony overlooking the street. Integrated into the living room is"
21,Flat,/en/inmueble/101605799/,"858,000€","['\n\n\n\n\n\n\nFlat in Pau Claris', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n858', '000€\n\n\n2 bed.\n89 m²\n3rd floor exterior with lift\n\n\nNew construction apartment for sale in Eixample Dreta', "" Barcelona\nMagnificent new construction apartment located in the Quadrat d'or of the Eixample of Barcelona and a few meters from Paseo de Gracia""]",Pau Claris,89 m²,2 bed.,3rd,with lift,,"New construction apartment for sale in Eixample Dreta, Barcelona
Magnificent new construction apartment located in the Quadrat d'or of the Eixample of Barcelona and a few meters from Paseo de Gracia, one of the most luxurious areas of the city.
It consists of 85 m² built housing and 4 m² of terrac"
22,Flat,/en/inmueble/99993986/,"1,499,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '499', '000€\n\n\n3 bed.\n115 m²\n exterior with lift\n\n\nThis magnificent property is located on the fifth royal floor of a rehabilitated period building', ' with an lift and concierge service. It is a completely renovated property']",La Dreta de l'Eixample,115 m²,3 bed.,,,,"This magnificent property is located on the fifth royal floor of a rehabilitated period building, with an lift and concierge service. It is a completely renovated property, with all the comforts and ready to move into.
The property consists of a large and luxurious living room - dining room wit"
23,Flat,/en/inmueble/99671987/,"460,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n460', '000€\n\n\n2 bed.\n66 m²\n1st floor exterior without lift\n\n\nLucas Fox presents this renovated property located a few steps from Avenida Diagonal and Plaza de Francesc Macià.\nIt is located on the main floor of the building', ' so it has high ceilings.\nIn the day area']",L'Antiga Esquerra de l'Eixample,66 m²,2 bed.,1st,without lift,,"Lucas Fox presents this renovated property located a few steps from Avenida Diagonal and Plaza de Francesc Macià.
It is located on the main floor of the building, so it has high ceilings.
In the day area, we find a fully equipped Open kitchen. The dining room living room is exterior and has a sm"
24,Penthouse,/en/inmueble/101614656/,"510,000€","['\n\nPenthouse in calle de Provença', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n510', '000€\n\n\n4 bed.\n94 m²\n9th floor exterior with lift\n\n\nPENTHOUSE OF 94M2 PLUS 16 M2 OF TERRACE', ' 4 BEDROOMS', ' 2 BATHROOMS', ' WITH BEAUTIFUL VIEWS TO THE SEA', ' TORRE AGBAR', ' MONTJUIC', ' SAGRAD FAMILIA!\nIts 94m2 are distributed in a spacious living room outside the terrace with beautiful views', ' very sunny', ' quiet since the house is inside a large block patio']",calle de Provença,94 m²,4 bed.,9th,with lift,,"PENTHOUSE OF 94M2 PLUS 16 M2 OF TERRACE, 4 BEDROOMS, 2 BATHROOMS, WITH BEAUTIFUL VIEWS TO THE SEA, TORRE AGBAR, MONTJUIC, SAGRAD FAMILIA!
Its 94m2 are distributed in a spacious living room outside the terrace with beautiful views, very sunny, quiet since the house is inside a large block patio, the"
25,Flat,/en/inmueble/100984201/,"1,295,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '295', '000€\n\n\n3 bed.\n145 m²\n exterior with lift\n\n\nThis spacious property is located on the main floor of a building building on Rambla de Catalunya with a lift and concierge service. The apartment is completely renovated']",La Dreta de l'Eixample,145 m²,3 bed.,,,,"This spacious property is located on the main floor of a building building on Rambla de Catalunya with a lift and concierge service. The apartment is completely renovated, ready to move into and with beautiful views over the Rambla itself.
The apartment consists of three double bedrooms with ba"
26,Flat,/en/inmueble/101617744/,"440,000€","['\n\nFlat in calle Font den Fargas', ' 64', "" La Font d'En Fargues"", ' Barcelona\n\n\n440', '000€\n\n\n3 bed.\n79 m²\n1st floor exterior with lift\n\n\nThis completed New Construction is located in the Horta Guinardo District', ' a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station', ' blue line L5. Close to it we find neighborhood market areas', ' supermarkets', ' leisure area', ' schools']",calle Font den Fargas,79 m²,3 bed.,1st,with lift,,"This completed New Construction is located in the Horta Guinardo District, a few steps from the enormous Parc del Guinardo and a few meters from the Horta metro station, blue line L5. Close to it we find neighborhood market areas, supermarkets, leisure area, schools, transport and a multitude of ser"
27,Flat,/en/inmueble/100506418/,"330,000€","['\n\n\n\n\n\n\nFlat in avenida Xile', ' La Maternitat i Sant Ramon', ' Barcelona\n\n\n330', '000€\nParking included\n\n\n350', '000 €\n\n6%\n\n\n\n1 bed.\n65 m²\n6th floor exterior with lift\n\n\nCosy flat located in Barcelona in the neighbourhood of La Maternitat i Sant Ramon', ' located on the sixth floor', ' so it receives a lot of natural light during the whole day.\nIt has 65 sqm m distributed in a spacious hall that gives access to the flat']",avenida Xile,65 m²,1 bed.,6th,with lift,Parking included,"Cosy flat located in Barcelona in the neighbourhood of La Maternitat i Sant Ramon, located on the sixth floor, so it receives a lot of natural light during the whole day.
It has 65 sqm m distributed in a spacious hall that gives access to the flat, followed by a bright living-dining room with open"
28,Flat,/en/inmueble/101610463/,"790,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n790', '000€\n\n\n3 bed.\n106 m²\n3rd floor exterior with lift\n\n\nGorgeous refurbished flat in Gothic quarter\nLocated in the heart of the Gotic quarter', ' one of the most characterful and booming neighborhoods in Barcelona', ' surrounded by multiple shops and top-quality leisure and restaurant options']",El Gòtic,106 m²,3 bed.,3rd,with lift,,"Gorgeous refurbished flat in Gothic quarter
Located in the heart of the Gotic quarter, one of the most characterful and booming neighborhoods in Barcelona, surrounded by multiple shops and top-quality leisure and restaurant options, as well as very well connected with all kinds of transport with the"
29,Flat,/en/inmueble/99463756/,"106,500€","['\n\n\n\n\n\n\nFlat in calle del Carme', ' El Raval', ' Barcelona\n\n\n106', '500€\n\n\n112', '000 €\n\n5%\n\n\n\n1 bed.\n43 m²\n3rd floor without lift\n\n\nFloor', ' flat total surface area 43 m²', ' double bedrooms: 1', ' 1 bathrooms', ' balcony', ' state of repair: needs remodeling', ' floor no. : 1', ' facing south', ' energy emission rate: E', ' 47', ' energy consumption rate: G']",calle del Carme,43 m²,1 bed.,3rd,lift,,"Floor, flat total surface area 43 m², double bedrooms: 1, 1 bathrooms, balcony, state of repair: needs remodeling, floor no. : 1, facing south, energy emission rate: E, 47, energy consumption rate: G, 281."
30,Flat,/en/inmueble/101610633/,"995,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n995', '000€\n\n\n3 bed.\n156 m²\n1st floor exterior with lift\n\n\nRefurbished flat with original elements\nLocated in the heart of the Gotic quarter', ' one of the most characterful and booming neighborhoods in Barcelona', ' surrounded by multiple shops and top-quality leisure and restaurant options']",El Gòtic,156 m²,3 bed.,1st,with lift,,"Refurbished flat with original elements
Located in the heart of the Gotic quarter, one of the most characterful and booming neighborhoods in Barcelona, surrounded by multiple shops and top-quality leisure and restaurant options, as well as very well connected with all kinds of transport with the res"
31,Flat,/en/inmueble/101610463/,"790,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n790', '000€\n\n\n3 bed.\n106 m²\n3rd floor exterior with lift\n\n\nGorgeous refurbished flat in Gothic quarter\nLocated in the heart of the Gotic quarter', ' one of the most characterful and booming neighborhoods in Barcelona', ' surrounded by multiple shops and top-quality leisure and restaurant options']",El Gòtic,106 m²,3 bed.,3rd,with lift,,"Gorgeous refurbished flat in Gothic quarter
Located in the heart of the Gotic quarter, one of the most characterful and booming neighborhoods in Barcelona, surrounded by multiple shops and top-quality leisure and restaurant options, as well as very well connected with all kinds of transport with the"
32,Flat,/en/inmueble/101610383/,"745,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n745', '000€\n\n\n3 bed.\n106 m²\n1st floor exterior with lift\n\n\nGorgeous refurbished flat in Gothic quarter\nLocated in the heart of the Gotic quarter', ' one of the most characterful and booming neighborhoods in Barcelona', ' surrounded by multiple shops and top-quality leisure and restaurant options']",El Gòtic,106 m²,3 bed.,1st,with lift,,"Gorgeous refurbished flat in Gothic quarter
Located in the heart of the Gotic quarter, one of the most characterful and booming neighborhoods in Barcelona, surrounded by multiple shops and top-quality leisure and restaurant options, as well as very well connected with all kinds of transport with the"
33,Flat,/en/inmueble/101621239/,"1,190,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '190', '000€\n\n\n3 bed.\n140 m²\n3rd floor exterior with lift\n\n\nBright and refurbished apartment in Eixample Dret\nEngel & Völkers wants to introduce you this exclusive property located on the third floor of a royal estate dated 1900. The apartment has been recently renovated']",La Dreta de l'Eixample,140 m²,3 bed.,3rd,with lift,,"Bright and refurbished apartment in Eixample Dret
Engel & Völkers wants to introduce you this exclusive property located on the third floor of a royal estate dated 1900. The apartment has been recently renovated, optimizing the achievement of spacious and bright spaces. Entering to the unit on the r"
34,Flat,/en/inmueble/99463756/,"106,500€","['\n\n\n\n\n\n\nFlat in calle del Carme', ' El Raval', ' Barcelona\n\n\n106', '500€\n\n\n112', '000 €\n\n5%\n\n\n\n1 bed.\n43 m²\n3rd floor without lift\n\n\nFloor', ' flat total surface area 43 m²', ' double bedrooms: 1', ' 1 bathrooms', ' balcony', ' state of repair: needs remodeling', ' floor no. : 1', ' facing south', ' energy emission rate: E', ' 47', ' energy consumption rate: G']",calle del Carme,43 m²,1 bed.,3rd,lift,,"Floor, flat total surface area 43 m², double bedrooms: 1, 1 bathrooms, balcony, state of repair: needs remodeling, floor no. : 1, facing south, energy emission rate: E, 47, energy consumption rate: G, 281."
35,Penthouse,/en/inmueble/29714252/,"2,500,000€","['\n\n\n\n\n\n\nPenthouse in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n2', '500', '000€\n\n\n3 bed.\n318 m²\n4th floor exterior with lift\n\n\nThis spectacular designer loft is located on a quieta street', ' in a former textile factory converted into lofts with exclusive access by walkway of private use', ' between Eixample and Born areas.\nThe property is 314 sqm', ' L-shaped', ' with open and semi-open spaces']",Sant Pere - Santa Cater,318 m²,3 bed.,4th,with lift,,"This spectacular designer loft is located on a quieta street, in a former textile factory converted into lofts with exclusive access by walkway of private use, between Eixample and Born areas.
The property is 314 sqm, L-shaped, with open and semi-open spaces, which makes it an ideal property to liv"
36,Flat,/en/inmueble/101611863/,"1,175,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n1', '175', '000€\n\n\n4 bed.\n180 m²\n1st floor exterior with lift\n\n\nGreat apartment with a wide terrace in Bonanova\nIn the emblematic area of Bonanova', ' built by Núñez i Navarro in 1997 and designed by the prestigious architect Oscar Tusquets']",Sant Gervasi - La Bonanova,180 m²,4 bed.,1st,with lift,,"Great apartment with a wide terrace in Bonanova
In the emblematic area of Bonanova, built by Núñez i Navarro in 1997 and designed by the prestigious architect Oscar Tusquets, we present this fantastic and spacious apartment in a first floor with direct access to a wide outdoor terrace. We access the"
37,Flat,/en/inmueble/101610368/,"735,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n735', '000€\n\n\n3 bed.\n101 m²\n2nd floor exterior with lift\n\n\nFlawless apartment in the Gothic quarter\nLocated in the heart of the Gótico quarter', ' one of the most characterful and booming neighborhoods in Barcelona', ' surrounded by multiple shops and top-quality leisure and restaurant options']",El Gòtic,101 m²,3 bed.,2nd,with lift,,"Flawless apartment in the Gothic quarter
Located in the heart of the Gótico quarter, one of the most characterful and booming neighborhoods in Barcelona, surrounded by multiple shops and top-quality leisure and restaurant options, as well as very well connected with all kinds of transport with the r"
38,Flat,/en/inmueble/101610747/,"1,045,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n1', '045', '000€\n\n\n3 bed.\n156 m²\n3rd floor exterior with lift\n\n\nRefurbished apartment with original elements\nLocated in the heart of the Gotic quarter', ' one of the most characterful and booming neighborhoods in Barcelona', ' surrounded by multiple shops and top-quality leisure and restaurant options']",El Gòtic,156 m²,3 bed.,3rd,with lift,,"Refurbished apartment with original elements
Located in the heart of the Gotic quarter, one of the most characterful and booming neighborhoods in Barcelona, surrounded by multiple shops and top-quality leisure and restaurant options, as well as very well connected with all kinds of transport with th"
39,Flat,/en/inmueble/101357003/,"975,000€","['\n\n\n\n\n\n\nFlat in calle de Ganduxer', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n975', '000€\nParking included\n\n\n995']",calle de Ganduxer,171 m²,4 bed.,4th,without lift,Parking included,"GANDUXER /LÁZARO CÁRDENAS
Housing totally exterior to the street with direct access from the living room to a terrace with unobstructed views of the city in the Tres Torres neighborhood. The apartment is on the corner and is located on the fifth floor of the building in a very well-preserved buildin"
40,Flat,/en/inmueble/101622087/,"350,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n350', '000€\n\n\n2 bed.\n63 m²\n4th floor exterior without lift\n\n\nBright and charming apartment in Gotic\nCharming', ' bright and sunny renovated apartment on a fourth floor of a building without elevator in the city center of Barcelona', ' in a ""Prime"" area next to the emblematic Plaza de Catalunya.\nWith 63m2 excellently distributed']",El Gòtic,63 m²,2 bed.,4th,without lift,,"Bright and charming apartment in Gotic
Charming, bright and sunny renovated apartment on a fourth floor of a building without elevator in the city center of Barcelona, in a ""Prime"" area next to the emblematic Plaza de Catalunya.
With 63m2 excellently distributed, it has an open area with living room"
41,Flat,/en/inmueble/100881128/,"695,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n695', '000€\n\n\n5 bed.\n167 m²\n with lift\n\n\nNice property located in the exclusive Gothic Neighbourhood', ' old town of Barcelona. It is located on the second royal floor of a very special period building from 1858', ' with an impressive refurbished entrance', ' marble stairs and many well-preserved architectural elements of the period']",El Gòtic,167 m²,5 bed.,,,,"Nice property located in the exclusive Gothic Neighbourhood, old town of Barcelona. It is located on the second royal floor of a very special period building from 1858, with an impressive refurbished entrance, marble stairs and many well-preserved architectural elements of the period, such as the el"
